1201 1 1 1 17
1202 1 1 1 31
1204 1 1 1 35
1205 1 1 1 37
1206 1 1 1 34
1207 1 1 1 40
1020 1 1 1 26
1210 1 1 1 21
1212 1 1 1 23
1213 1 1 1 59
1215 1 1 1 37
1216 1 1 1 43
1217 1 1 1 27
1219 1 1 1 41
1021 1 1 1 19
1220 1 1 1 59
1221 1 1 1 62
1223 1 1 1 22
1224 1 1 1 56
1225 1 1 1 41
1226 1 1 1 17
1228 1 1 1 31
1022 1 1 1 24
1230 1 1 1 4
1232 1 1 1 7
1024 1 1 1 8
1025 1 1 1 34
1026 1 1 1 46
1027 1 1 1 21
1029 1 1 1 52
1002 1 1 1 57
1030 1 1 1 56
1031 1 1 1 4
1032 1 1 1 67
1033 1 1 1 16
1036 1 1 1 45
1037 1 1 1 12
1003 1 1 1 60
1040 1 1 1 47
1043 1 1 1 39
1044 1 1 1 49
1045 1 1 1 31
1046 1 1 1 6
1047 1 1 1 31
1048 1 1 1 25
1049 1 1 1 28
1004 1 1 1 39
1050 1 1 1 67
1051 1 1 1 55
1052 1 1 1 15
1054 1 1 1 52
1055 1 1 1 4
1056 1 1 1 14
1057 1 1 1 63
1058 1 1 1 59
1005 1 1 1 40
1060 1 1 1 20
1061 1 1 1 30
1062 1 1 1 33
1063 1 1 1 17
1065 1 1 1 23
1066 1 1 1 52
1067 1 1 1 14
1068 1 1 1 5
1069 1 1 1 10
1006 1 1 1 49
1070 1 1 1 16
1071 1 1 1 20
1072 1 1 1 17
1073 1 1 1 17
1074 1 1 1 66
1075 1 1 1 36
1076 1 1 1 51
1077 1 1 1 31
1078 1 1 1 40
1079 1 1 1 54
1007 1 1 1 66
1080 1 1 1 35
1081 1 1 1 37
1083 1 1 1 42
1084 1 1 1 60
1085 1 1 1 37
1086 1 1 1 46
1087 1 1 1 24
1088 1 1 1 39
1089 1 1 1 36
1008 1 1 1 29
1090 1 1 1 39
1091 1 1 1 10
1092 1 1 1 27
1093 1 1 1 14
1094 1 1 1 40
1095 1 1 1 26
1096 1 1 1 20
1097 1 1 1 52
1098 1 1 1 45
1099 1 1 1 35
1009 1 1 1 5
2203 2 2 1 7
2205 2 2 1 46
2207 2 2 1 50
2208 2 2 1 28
2209 2 2 1 10
2020 2 2 1 27
2211 2 2 1 58
2212 2 2 1 19
2214 2 2 1 22
2216 2 2 1 29
2217 2 2 1 17
2218 2 2 1 11
2021 2 2 1 6
2220 2 2 1 28
2221 2 2 1 8
2224 2 2 1 68
2022 2 2 1 64
2023 2 2 1 12
2024 2 2 1 11
2025 2 2 1 67
2026 2 2 1 44
2027 2 2 1 14
2028 2 2 1 55
2029 2 2 1 60
2002 2 2 1 64
2030 2 2 1 45
2031 2 2 1 52
2032 2 2 1 56
2033 2 2 1 52
2034 2 2 1 22
2035 2 2 1 24
2036 2 2 1 54
2037 2 2 1 63
2038 2 2 1 9
2039 2 2 1 34
2003 2 2 1 24
2040 2 2 1 30
2041 2 2 1 66
2042 2 2 1 58
2043 2 2 1 62
2044 2 2 1 22
2045 2 2 1 15
2046 2 2 1 8
2047 2 2 1 20
2048 2 2 1 9
2049 2 2 1 17
2050 2 2 1 6
2051 2 2 1 26
2052 2 2 1 57
2053 2 2 1 20
2054 2 2 1 44
2055 2 2 1 57
2056 2 2 1 37
2057 2 2 1 40
2058 2 2 1 67
2059 2 2 1 41
2005 2 2 1 56
2060 2 2 1 43
2061 2 2 1 38
2062 2 2 1 18
2063 2 2 1 66
2064 2 2 1 57
2065 2 2 1 69
2066 2 2 1 60
2067 2 2 1 9
2068 2 2 1 57
2069 2 2 1 58
2006 2 2 1 16
2070 2 2 1 43
2071 2 2 1 6
2072 2 2 1 66
2073 2 2 1 45
2074 2 2 1 61
2075 2 2 1 17
2076 2 2 1 35
2077 2 2 1 14
2078 2 2 1 45
2079 2 2 1 40
2007 2 2 1 59
2080 2 2 1 63
2081 2 2 1 18
2082 2 2 1 68
2083 2 2 1 38
2084 2 2 1 33
2085 2 2 1 8
2086 2 2 1 25
2087 2 2 1 34
2089 2 2 1 35
2008 2 2 1 49
2090 2 2 1 16
2091 2 2 1 41
2092 2 2 1 40
2093 2 2 1 54
2094 2 2 1 62
2095 2 2 1 13
2096 2 2 1 46
2097 2 2 1 28
2098 2 2 1 27
2099 2 2 1 37
2009 2 2 1 32
3191 3 2 2 31
3192 3 2 2 21
3193 3 2 2 11
3194 3 2 2 70
3195 3 2 2 53
3196 3 2 2 20
3197 3 2 2 70
3198 3 2 2 44
3199 3 2 2 9
3019 3 2 2 61
3001 3 2 2 54
3200 3 2 2 65
3201 3 2 2 50
3202 3 2 2 52
3203 3 2 2 21
3204 3 2 2 63
3020 3 2 2 36
3021 3 2 2 32
3022 3 2 2 12
3023 3 2 2 18
3024 3 2 2 34
3025 3 2 2 18
3026 3 2 2 55
3027 3 2 2 71
3028 3 2 2 35
3029 3 2 2 49
3002 3 2 2 26
3030 3 2 2 31
3031 3 2 2 33
3032 3 2 2 17
3033 3 2 2 7
3035 3 2 2 10
3036 3 2 2 62
3037 3 2 2 21
3038 3 2 2 58
3039 3 2 2 15
3040 3 2 2 28
3041 3 2 2 35
3042 3 2 2 46
3043 3 2 2 34
3044 3 2 2 12
3045 3 2 2 7
3046 3 2 2 14
3047 3 2 2 38
3048 3 2 2 18
3049 3 2 2 61
3004 3 2 2 16
3050 3 2 2 52
3051 3 2 2 15
3052 3 2 2 59
3053 3 2 2 32
3054 3 2 2 23
3055 3 2 2 9
3056 3 2 2 26
3057 3 2 2 29
3058 3 2 2 8
3059 3 2 2 55
3005 3 2 2 9
3060 3 2 2 12
3061 3 2 2 30
3062 3 2 2 67
3063 3 2 2 57
3064 3 2 2 14
3065 3 2 2 15
3066 3 2 2 24
3067 3 2 2 71
3068 3 2 2 50
3069 3 2 2 25
3006 3 2 2 10
3070 3 2 2 41
3071 3 2 2 19
3072 3 2 2 43
3073 3 2 2 46
3074 3 2 2 32
3075 3 2 2 30
3076 3 2 2 36
3077 3 2 2 56
3078 3 2 2 70
3079 3 2 2 67
3007 3 2 2 29
3080 3 2 2 13
3081 3 2 2 55
3082 3 2 2 34
3084 3 2 2 65
3086 3 2 2 19
3087 3 2 2 65
3088 3 2 2 38
3089 3 2 2 29
3008 3 2 2 11
3090 3 2 2 11
3091 3 2 2 36
3092 3 2 2 64
3093 3 2 2 35
3094 3 2 2 48
3095 3 2 2 67
3096 3 2 2 64
3097 3 2 2 36
3098 3 2 2 64
3099 3 2 2 9
3009 3 2 2 49
4191 4 2 3 40
4192 4 2 3 25
4193 4 2 3 57
4194 4 2 3 13
4195 4 2 3 21
4196 4 2 3 15
4197 4 2 3 58
4198 4 2 3 17
4199 4 2 3 53
4019 4 2 3 66
4001 4 2 3 38
4200 4 2 3 67
4020 4 2 3 25
4021 4 2 3 40
4022 4 2 3 21
4023 4 2 3 27
4024 4 2 3 40
4025 4 2 3 48
4026 4 2 3 19
4027 4 2 3 14
4028 4 2 3 42
4029 4 2 3 50
4002 4 2 3 40
4030 4 2 3 19
4031 4 2 3 33
4032 4 2 3 31
4033 4 2 3 67
4034 4 2 3 64
4035 4 2 3 39
4036 4 2 3 19
4037 4 2 3 23
4038 4 2 3 37
4039 4 2 3 37
4003 4 2 3 73
4040 4 2 3 51
4041 4 2 3 15
4042 4 2 3 71
4043 4 2 3 60
4044 4 2 3 27
4045 4 2 3 37
4046 4 2 3 27
4047 4 2 3 57
4048 4 2 3 45
4049 4 2 3 47
4004 4 2 3 14
4050 4 2 3 53
4051 4 2 3 37
4052 4 2 3 46
4053 4 2 3 32
4054 4 2 3 42
4055 4 2 3 15
4056 4 2 3 63
4057 4 2 3 48
4058 4 2 3 63
4059 4 2 3 28
4005 4 2 3 55
4060 4 2 3 24
4061 4 2 3 14
4062 4 2 3 44
4063 4 2 3 50
4064 4 2 3 31
4065 4 2 3 22
4066 4 2 3 43
4067 4 2 3 56
4068 4 2 3 56
4069 4 2 3 25
4006 4 2 3 23
4070 4 2 3 54
4071 4 2 3 62
4072 4 2 3 62
4073 4 2 3 37
4074 4 2 3 71
4075 4 2 3 69
4076 4 2 3 50
4077 4 2 3 27
4078 4 2 3 60
4079 4 2 3 54
4007 4 2 3 30
4080 4 2 3 66
4081 4 2 3 26
4082 4 2 3 24
4083 4 2 3 51
4084 4 2 3 26
4085 4 2 3 25
4086 4 2 3 27
4087 4 2 3 70
4088 4 2 3 56
4089 4 2 3 53
4008 4 2 3 18
4090 4 2 3 27
4091 4 2 3 34
4092 4 2 3 61
4093 4 2 3 42
4094 4 2 3 19
4095 4 2 3 46
4096 4 2 3 69
4097 4 2 3 35
4098 4 2 3 63
4099 4 2 3 51
4009 4 2 3 45
5195 5 2 4 65
5196 5 2 4 71
5197 5 2 4 50
5198 5 2 4 24
5199 5 2 4 24
5019 5 2 4 24
5001 5 2 4 47
5200 5 2 4 57
5201 5 2 4 20
5202 5 2 4 55
5203 5 2 4 65
5204 5 2 4 23
5020 5 2 4 73
5021 5 2 4 34
5022 5 2 4 16
5023 5 2 4 30
5024 5 2 4 51
5025 5 2 4 36
5026 5 2 4 19
5027 5 2 4 47
5028 5 2 4 31
5029 5 2 4 17
5002 5 2 4 54
5030 5 2 4 15
5031 5 2 4 17
5032 5 2 4 70
5033 5 2 4 45
5034 5 2 4 75
5035 5 2 4 11
5036 5 2 4 20
5037 5 2 4 52
5038 5 2 4 20
5039 5 2 4 48
5003 5 2 4 16
5040 5 2 4 70
5041 5 2 4 43
5042 5 2 4 52
5043 5 2 4 56
5044 5 2 4 20
5045 5 2 4 51
5046 5 2 4 63
5047 5 2 4 17
5048 5 2 4 52
5049 5 2 4 64
5004 5 2 4 39
5050 5 2 4 48
5051 5 2 4 67
5052 5 2 4 48
5053 5 2 4 34
5054 5 2 4 69
5055 5 2 4 68
5056 5 2 4 59
5057 5 2 4 13
5058 5 2 4 66
5059 5 2 4 17
5005 5 2 4 73
5060 5 2 4 24
5061 5 2 4 50
5062 5 2 4 29
5063 5 2 4 38
5064 5 2 4 75
5065 5 2 4 28
5066 5 2 4 41
5067 5 2 4 40
5068 5 2 4 30
